,x_top_left,y_top_left,x_top_right,y_top_right,x_bot_left,y_bot_left,x_bot_right,y_bot_right,custom_center_x,custom_center_y,left_height,top_width,right_height,bot_width,dist_to_top_left,dist_to_bot_left,dist_to_top_right,dist_to_bot_right,smoothed_y_top_left,smoothed_y_top_right,smoothed_y_bot_left,smoothed_y_bot_right,cos_alpha,angle,smoothed_center_x,smoothed_center_y
425,437.97639,214.03473,574.39345,219.2883,437.46455,234.3683,573.36474,241.36016,505.67056,227.69745,20.42361,137.01247,22.08428,136.6341,69.05919,68.53145,69.23546,69.05919,213.93926,219.61971,234.53246,241.47052,0.01333,89.2365,501.56519,227.78537
426,440.46854,214.07222,577.69527,219.0949,440.02607,234.16241,576.70656,241.17431,508.58755,227.62326,20.15363,137.91975,22.077,137.45361,69.4538,68.87261,69.63196,69.4538,213.93847,219.5216,234.42413,241.39238,0.01456,89.16551,505.12655,227.7359
427,442.35754,214.07136,580.72886,219.02266,441.98502,233.94555,579.74709,241.08767,511.05232,227.57951,19.96119,138.95269,22.06821,138.40346,70.0103,69.36006,70.20001,70.0103,213.84699,219.35711,234.24602,241.27598,0.01702,89.02451,508.25717,227.61026
428,443.88631,213.99843,583.54489,219.02633,443.56335,233.69603,582.54286,241.09075,513.21458,227.54459,19.85577,140.06384,22.06061,139.43881,70.63928,69.92235,70.84429,70.63928,213.65727,219.12704,233.98978,241.12241,0.01959,88.87751,510.95617,227.40494
429,444.6887,213.90408,585.90243,218.80016,444.44387,233.55049,584.92586,240.86002,514.80728,227.38205,19.82183,141.20277,22.05712,140.51528,71.40218,70.63328,71.61124,71.40218,213.37868,218.82578,233.65981,240.91764,0.02219,88.72825,513.19045,227.12157
430,445.02979,213.70208,587.77345,218.71386,444.86395,233.35054,586.76961,240.77892,515.8997,227.2405,19.84086,142.32677,22.05935,141.59026,72.15146,71.29803,72.37776,72.15146,213.00144,218.45734,233.25054,240.66263,0.02665,88.47272,514.94701,226.75802
431,445.20955,213.38268,589.44405,218.50969,445.14648,233.08457,588.41823,240.5679,516.81389,226.97529,19.91073,143.38072,22.06726,142.61104,72.88306,71.92733,73.12186,72.88306,212.5214,218.01175,232.76063,240.3395,0.03232,88.14762,516.26932,226.30724
432,444.97048,212.71949,590.4884,218.09365,444.86935,232.53152,589.45898,240.1249,517.21473,226.4222,20.02924,144.324,22.08088,143.53987,73.53228,72.60287,73.74548,73.53228,211.94063,217.49757,232.19366,239.93743,0.03181,88.1774,517.17791,225.77367
433,444.79492,212.03436,591.2159,217.61294,444.70655,232.06354,590.16835,239.6302,517.48164,225.83228,20.1901,145.12723,22.10024,144.34488,73.98474,73.04137,74.19097,73.98474,211.2592,216.91946,231.5613,239.45441,0.03366,88.07092,517.73096,225.15961
434,444.84592,211.21887,591.69718,216.9907,444.74282,231.55182,590.63139,239.02788,517.73865,225.12338,20.38418,145.78553,22.13021,145.01874,74.20705,73.27835,74.40432,74.20705,210.48472,216.27616,230.87205,238.88615,0.03421,88.03971,517.98832,224.469
435,444.96194,210.17137,591.70002,216.19505,444.76601,230.91101,590.63419,238.29436,517.79806,224.23287,20.58582,146.30817,22.17172,145.54873,74.18104,73.33675,74.33778,74.18104,209.63116,215.57096,230.12931,238.22296,0.03158,88.19057,517.97945,223.71029
436,445.68695,209.03564,591.54927,215.38792,445.37037,230.22184,590.44595,237.51968,518.06645,223.27766,20.79072,146.69078,22.22167,145.94755,73.76738,73.02699,73.90517,73.76738,208.71113,214.81793,229.33671,237.48075,0.02858,88.36244,517.72739,222.89513
437,445.14654,207.86964,591.26986,214.52286,444.72917,229.18282,590.11883,236.74835,517.63268,222.309,20.99276,146.94138,22.27891,146.23035,73.91032,73.22685,74.04767,73.91032,207.72503,214.01883,228.4896,236.64027,0.02592,88.51489,517.27258,222.02288
438,444.23986,206.67308,590.56478,213.49217,443.7271,227.99619,589.3886,235.80905,516.81423,221.24106,21.18259,147.0954,22.33819,146.42119,74.02206,73.39864,74.15652,74.02206,206.69118,213.17304,227.60435,235.72775,0.02252,88.70933,516.63851,221.10319
439,443.21989,205.41329,589.78575,212.45594,442.62245,226.77759,588.56638,234.86,515.89314,220.13664,21.34542,147.17597,22.39944,146.54233,74.1497,73.57102,74.29072,74.1497,205.61782,212.29155,226.68477,234.76986,0.02006,88.85082,515.84582,220.14567
440,442.15178,204.14899,588.87258,211.33081,441.47147,225.64158,587.6249,233.7786,514.88834,218.9638,21.48798,147.22535,22.46272,146.63825,74.22995,73.71994,74.37695,74.22995,204.5113,211.37965,225.73554,233.76675,0.01727,89.01067,514.92347,219.15477
441,440.84151,202.87321,587.76366,210.21363,440.08756,224.47253,586.47607,232.71115,513.65879,217.79218,21.60606,147.28216,22.52595,146.73509,74.32989,73.87389,74.49139,74.32989,203.39197,210.44714,224.76705,232.7534,0.01503,89.13896,513.89727,218.14453
442,439.54553,201.68242,586.72032,209.13146,438.76583,223.33559,585.37386,231.69034,512.45969,216.68638,21.69758,147.39135,22.58398,146.86252,74.44188,73.99323,74.64393,74.44188,202.26427,209.51291,223.78303,231.75186,0.01458,89.16478,512.8051,217.12536
443,438.27475,200.57297,585.75945,208.03666,437.4771,222.24938,584.3584,230.65813,511.31657,215.61555,21.76078,147.5726,22.62746,147.05759,74.57471,74.13687,74.82768,74.57471,201.13713,208.56779,222.78749,230.76064,0.01378,89.21034,511.66208,216.09958
444,436.93646,199.56144,584.73552,206.97218,436.14164,221.24129,583.28995,229.6175,510.11321,214.58947,21.80506,147.81901,22.65658,147.31102,74.70393,74.27004,75.01009,74.70393,200.02178,207.62629,221.78788,229.78601,0.01345,89.22919,510.49143,215.07817
445,435.74203,198.35804,583.67077,206.0197,434.77183,220.15135,582.17995,228.66887,508.96099,213.51345,21.83886,148.11894,22.67302,147.60541,74.771,74.48553,75.08467,74.771,198.92842,206.69883,220.793,228.84254,0.00726,89.58418,509.31958,214.07232
446,434.42108,197.28403,582.59882,205.06374,433.39132,219.14794,581.07763,227.68673,507.74936,212.48538,21.88084,148.43435,22.67335,147.91053,74.88736,74.65593,75.21651,74.88736,197.86552,205.78552,219.81407,227.92935,0.00539,89.69115,508.15194,213.08411
447,433.10563,196.4049,581.56324,204.36218,432.05702,218.31727,579.94424,226.95814,506.52494,211.68152,21.94216,148.68291,22.65332,148.14156,74.99179,74.76298,75.39443,74.99179,196.84406,204.90156,218.86189,227.05818,0.00573,89.67168,506.99524,212.12849
448,431.80958,195.61979,580.47729,203.59403,430.75802,217.56522,578.86388,226.18997,505.33673,210.90488,22.01018,148.93741,22.61948,148.36688,75.0991,74.87552,75.49538,75.0991,195.86763,204.0507,217.93883,226.24237,0.00571,89.67306,505.86484,211.20721
449,430.49942,194.8589,579.42212,202.85704,429.46031,216.93188,577.81422,225.43609,504.15682,210.1475,22.0716,149.1779,22.57953,148.58701,75.22735,75.00397,75.61757,75.22735,194.93178,203.223,217.04156,225.46642,0.00661,89.62104,504.75878,210.3145
450,429.19226,194.11789,578.42811,202.25212,428.18699,216.22945,576.76689,224.7566,502.97958,209.43724,22.12662,149.40763,22.5323,148.80501,75.3608,75.10036,75.78989,75.3608,194.03897,202.41928,216.18128,224.72719,0.00902,89.4832,503.6883,209.4552
451,428.07573,193.31956,577.57397,201.66334,427.06463,215.47484,575.87188,224.07548,501.9738,208.69752,22.18393,149.6099,22.47922,149.01238,75.48117,75.21513,75.92671,75.48117,193.18959,201.62831,215.36294,224.00971,0.01015,89.41851,502.65268,208.62764
452,427.04032,192.4259,576.63934,200.97573,425.94031,214.62122,574.95744,223.29919,500.99888,207.86255,22.24429,149.7907,22.4176,149.20646,75.55236,75.36225,75.95332,75.55236,192.3778,200.85549,214.5878,223.30496,0.00757,89.56628,501.67846,207.82843
453,426.10325,191.73273,575.79898,200.28521,425.03001,214.0102,574.16324,222.57877,500.13324,207.15575,22.30346,149.94991,22.35699,149.3813,75.61951,75.41538,75.97702,75.61951,191.60027,200.10385,213.85976,222.61521,0.00893,89.48825,500.80428,207.05544
454,425.28231,190.96533,575.16902,199.75546,424.1743,213.29766,573.45786,221.97421,499.37009,206.46977,22.35542,150.09332,22.29616,149.54599,75.69271,75.50514,76.09573,75.69271,190.85619,199.38004,213.16582,221.92722,0.009,89.48411,500.01496,206.30972
455,424.58474,190.21669,574.58354,199.18439,423.42599,212.62378,572.85775,221.29313,498.72125,205.75491,22.39634,150.22044,22.24208,149.6987,75.74733,75.60792,76.1463,75.74733,190.14088,198.68008,212.49637,221.22723,0.00805,89.53898,499.2977,205.58542
456,423.95817,189.52608,574.03248,198.5973,422.77753,211.95337,572.31323,220.66498,498.1357,205.09553,22.44023,150.31097,22.20405,149.83707,75.79389,75.66956,76.17446,75.79389,189.44859,198.00893,211.84514,220.52152,0.00778,89.5544,498.64535,204.88043
457,423.38254,188.82684,573.57149,197.88001,422.17333,211.30324,571.92377,219.95516,497.65316,204.391,22.48276,150.32705,22.18768,149.91727,75.8839,75.79567,76.19703,75.8839,188.77611,197.35814,211.21334,219.79564,0.00646,89.62997,498.04632,204.18815
458,422.80016,188.17569,572.92457,197.02871,421.58303,210.64122,571.50739,219.1279,497.15377,203.6518,22.5208,150.33642,22.17705,149.99774,75.94715,75.89327,76.05971,75.94715,188.11741,196.7232,210.59497,219.06799,0.00478,89.72622,497.47906,203.50427
459,422.30375,187.51372,572.48765,196.31722,421.08051,210.02212,571.13338,218.3554,496.71856,202.93456,22.5539,150.37186,22.1678,150.12466,75.99584,75.96939,76.0575,75.99584,187.47295,196.10933,209.9881,218.33459,0.00426,89.75599,496.92916,202.83113
460,421.75181,186.86122,571.93969,195.56647,420.53232,209.42303,570.66903,217.5932,496.21042,202.22721,22.58887,150.45925,22.14764,150.32293,76.02762,76.01944,76.02162,76.02762,186.84551,195.51319,209.39549,217.59824,0.0039,89.7766,496.38054,202.16797
461,421.12064,186.2028,571.39971,194.86324,419.91806,208.79169,570.1349,216.84379,495.62777,201.5233,22.62093,150.59868,22.10672,150.58066,76.06595,76.0578,76.06408,76.06595,186.23727,194.92793,208.81816,216.8661,0.00438,89.74918,495.81227,201.51494
462,420.4884,185.63615,570.77669,194.11753,419.32835,208.23634,569.65798,216.14481,495.07319,200.89048,22.64834,150.77985,22.03729,150.88449,76.12874,76.10021,76.00587,76.12874,185.63594,194.35641,208.24834,216.14529,0.00509,89.70836,495.20831,200.86833
463,419.78251,185.01536,570.08621,193.35693,418.6292,207.62559,569.13893,215.36447,494.46072,200.18991,22.67165,150.96232,21.9394,151.20526,76.20434,76.1952,75.93356,76.20434,185.04582,193.78866,207.68762,215.42708,0.00448,89.74348,494.54877,200.2278
464,419.0904,184.4678,569.37243,192.58498,417.96981,207.1304,568.59769,214.65143,493.84405,199.55962,22.69484,151.10722,21.82047,151.4981,76.26186,76.25101,75.84973,76.26186,184.47138,193.23734,207.14247,214.71618,0.00455,89.73907,493.81976,199.60245
465,418.35353,183.88317,568.61685,191.99261,417.23623,206.61937,568.01024,214.03514,493.18188,198.95915,22.71701,151.20787,21.67711,151.73383,76.33196,76.331,75.75597,76.33196,183.91498,192.69743,206.61379,214.03242,0.00481,89.7242,493.00686,198.9956
466,417.51745,183.38333,567.88558,191.49487,416.41849,206.11645,567.42933,213.34919,492.47339,198.36626,22.74336,151.22605,21.50588,151.8716,76.43874,76.44877,75.72459,76.43874,183.37813,192.17196,206.10694,213.37292,0.00559,89.67983,492.09723,198.4095
467,416.6156,182.89194,567.93989,191.30827,415.54198,205.64022,567.68742,212.75948,492.15151,197.82571,22.77089,151.13253,21.32419,151.87665,76.99799,77.00706,76.0681,76.99799,182.86135,191.66087,205.61926,212.74826,0.0084,89.51872,491.08238,197.84811
468,415.58144,182.38202,567.27587,191.01334,414.50905,205.16333,567.2342,212.15775,491.40782,197.26988,22.80096,150.91978,21.14389,151.74091,77.27411,77.30282,76.12559,77.27411,182.36005,191.16086,205.14661,212.16129,0.0098,89.43851,489.95999,197.3099
469,414.47467,181.88312,566.04361,190.77948,413.39166,204.67833,566.08549,211.61217,490.28008,196.74764,22.82685,150.55614,20.9799,151.45354,77.24904,77.29634,75.99823,77.24904,181.87353,190.65989,204.68778,211.60161,0.01115,89.36096,488.73043,196.79323
470,413.37957,181.36738,564.32487,190.45661,412.28498,204.18548,564.38774,211.08514,488.88366,196.22626,22.85655,150.06471,20.83305,151.01387,76.95228,77.01108,75.66152,76.95228,181.40923,190.15836,204.25358,211.07647,0.01221,89.30046,487.39847,196.30535
471,412.18194,180.90385,562.27022,190.10713,411.07246,203.73348,562.34425,210.60296,487.26309,195.75341,22.89,149.45882,20.72222,150.4329,76.53554,76.6074,75.21934,76.53554,180.96335,189.66382,203.83773,210.59335,0.01268,89.27334,485.96671,195.84653
472,410.93608,180.46722,559.90683,189.63648,409.81162,203.33917,559.97821,210.10502,485.45714,195.28612,22.92404,148.77563,20.64905,149.72963,75.98019,76.07297,74.66374,75.98019,180.53382,189.19082,203.43919,210.15324,0.01235,89.29243,484.47369,195.41505
473,409.62248,180.04182,557.44587,189.21809,408.48324,202.95747,557.42142,209.70283,483.52195,194.87232,22.95744,148.0336,20.63813,148.9377,75.37291,75.47303,74.13984,75.37291,180.12104,188.74253,203.05713,209.76127,0.01232,89.29398,482.92893,195.01392
474,408.1693,179.67383,554.98384,188.85365,407.03345,202.6344,554.76483,209.37794,481.46707,194.52589,22.98976,147.26246,20.6958,148.09419,74.78734,74.87397,73.73527,74.78734,179.72111,188.31592,202.68861,209.40686,0.01302,89.25423,481.34136,194.64012
475,406.64995,179.32556,552.36644,188.33693,405.51078,202.34446,552.05013,209.01541,479.35004,194.17049,23.02308,146.49996,20.84292,147.23759,74.20023,74.29031,73.24906,74.20023,179.33619,187.89786,202.33397,209.09019,0.01231,89.29441,479.70821,194.2888
476,405.03733,178.94996,549.89794,187.76845,403.88934,201.99771,549.47567,208.74484,477.2565,193.8474,23.06173,145.78799,21.07742,146.41664,73.73969,73.81847,72.89536,73.73969,178.96226,187.49558,201.9908,208.81963,0.01103,89.36786,478.03755,193.9588
477,403.32275,178.58984,547.62568,187.26242,402.15832,201.65751,547.08378,208.52019,475.20327,193.55502,23.09759,145.17954,21.37781,145.68707,73.42183,73.49296,72.69527,73.42183,178.59997,187.10422,201.66019,208.58043,0.00959,89.45045,476.32728,193.64836
478,401.55578,178.24927,545.53318,186.70159,400.37775,201.34844,544.8954,208.29904,473.22559,193.27415,23.13073,144.8957,21.69265,145.28408,73.22779,73.29394,72.60569,73.22779,178.24669,186.72165,201.33925,208.37386,0.00768,89.55974,474.57481,193.35407
479,399.73055,177.85811,543.85925,186.26989,398.52609,201.02412,542.94142,208.18443,471.33599,193.02127,23.16404,144.94278,22.01324,145.22501,73.19331,73.24838,72.83683,73.19331,177.90232,186.34499,201.02596,208.19566,0.00635,89.6361,472.78165,193.07558
480,397.76722,177.51421,542.25139,185.77009,396.54765,200.68594,541.16946,208.09025,469.46834,192.80223,23.19533,145.31462,22.3216,145.5029,73.31285,73.34562,73.12198,73.31285,177.562,185.96984,200.71523,208.0435,0.0045,89.74245,470.94093,192.80644
481,395.78751,177.20944,540.87809,185.28246,394.55956,200.3961,539.65139,207.94686,467.71945,192.57815,23.22634,145.94628,22.61066,146.05365,73.55543,73.57642,73.52152,73.55543,177.2252,185.59103,200.41022,207.90289,0.00267,89.84679,469.05709,192.54613
482,393.76366,176.90795,539.61029,184.70737,392.53645,200.12853,538.39261,207.81447,466.07814,192.36121,23.25459,146.80562,22.87036,146.84897,73.94719,73.95073,73.92942,73.94719,176.88848,185.21617,200.10706,207.77187,0.00063,89.96418,467.12876,192.29359
483,391.66746,176.62889,538.56115,184.2376,390.43917,199.87759,537.28523,207.65839,464.47635,192.14364,23.2816,147.82318,23.09626,147.82271,74.44354,74.44003,74.50546,74.44354,176.55768,184.84069,199.80918,207.63753,-0.00103,90.05917,465.1606,192.04495
484,389.53453,176.4042,537.79097,183.88032,388.32289,199.67557,536.48174,207.53135,463.00813,191.96777,23.30896,148.93899,23.28337,148.91038,75.1039,75.08193,75.21888,75.1039,176.22662,184.48543,199.51117,207.4961,-0.00163,90.09365,463.18068,191.80014
485,387.28684,176.06924,537.10506,183.74502,386.05505,199.37075,535.77852,207.41092,461.53268,191.74008,23.3354,150.10396,23.4236,150.0528,75.88162,75.86237,75.99412,75.88162,175.89984,184.14585,199.21503,207.34788,-0.00162,90.09308,461.18115,191.55653
486,384.90886,175.73056,536.53213,183.6738,383.65807,199.03422,535.21447,207.20821,460.06166,191.46938,23.36289,151.23913,23.51985,151.17678,76.78317,76.77718,76.86679,76.78317,175.57717,183.82682,198.91977,207.18379,-0.00128,90.07343,459.15407,191.31338
487,382.48049,175.36724,536.17814,183.7139,381.2125,198.70677,534.91015,207.05343,458.69532,191.21033,23.39239,152.30342,23.58433,152.24099,77.8441,77.84461,77.84462,77.8441,175.257,183.52268,198.62528,207.00651,-2e-05,90.00128,457.094,191.06735
488,380.06585,175.01606,534.44836,183.4957,378.78051,198.40358,533.16303,206.88323,456.61444,190.94964,23.42002,153.26135,23.61494,153.20851,78.1893,78.19003,78.19004,78.1893,174.94106,183.23162,198.33292,206.81675,-3e-05,90.00183,454.99381,190.81792
489,377.53563,174.67014,532.38247,183.23161,376.23986,198.08536,531.0867,206.64683,454.31116,190.65848,23.44779,154.08107,23.62096,154.04831,78.42264,78.42377,78.42377,78.42264,174.63155,182.94848,198.04462,206.60246,-5e-05,90.0028,452.84869,190.56345
490,374.99603,174.36452,529.96776,182.89752,373.70385,197.81733,528.67558,206.35033,451.83581,190.35743,23.47925,154.76577,23.60697,154.74701,78.48646,78.48728,78.48728,78.48646,174.32791,182.67633,197.76014,206.3802,-4e-05,90.00203,450.65371,190.30498
491,372.37236,174.02306,527.62469,182.66795,371.06494,197.48886,526.31728,206.13375,449.34482,190.0784,23.50501,155.29718,23.58164,155.28903,78.62909,78.62985,78.62985,78.62909,174.0293,182.41732,197.48038,206.14503,-3e-05,90.00188,448.4035,190.04343
492,369.71381,173.72172,524.99517,182.36745,368.40566,197.21166,523.68702,205.85739,446.70041,189.78955,23.5258,155.67663,23.55049,155.67243,78.64549,78.64576,78.64576,78.64549,173.73963,182.16482,197.20842,205.89602,-1e-05,90.00068,446.09527,189.77862
493,366.99787,173.37197,522.30848,182.0793,365.679,196.89114,520.98961,205.59847,443.99374,189.48522,23.5451,155.90511,23.53331,155.90748,78.66385,78.66413,78.66414,78.66385,173.4537,181.91441,196.93966,205.63283,-1e-05,90.0007,443.73113,189.5103
494,364.23765,173.01599,519.56902,181.83185,362.90191,196.54438,518.23328,205.36023,441.23547,189.18811,23.56321,156.00891,23.53325,156.01498,78.67783,78.67821,78.67821,78.67783,173.17289,181.6658,196.67486,205.35472,-2e-05,90.00093,441.31287,189.2395
495,361.46269,172.71014,516.7977,181.54357,360.12272,196.26866,515.45772,205.10209,438.46021,188.90611,23.57733,156.02682,23.55089,156.0324,78.68244,78.68271,78.68271,78.68244,172.89827,181.4109,196.41595,205.06575,-1e-05,90.00067,438.84298,188.96542
496,358.74801,172.42441,514.22826,181.25129,357.40889,196.01075,512.88915,204.83763,435.81858,188.63102,23.58873,155.99575,23.57565,155.9988,78.75613,78.7562,78.7562,78.75613,172.62521,181.15599,196.16172,204.77355,-0.0,90.00019,436.33674,188.69056
497,356.03243,172.20078,511.62376,180.96354,354.70497,195.7703,510.2963,204.53307,433.16436,188.36692,23.59781,155.9656,23.59781,155.96561,78.80787,78.80791,78.80791,78.80787,172.3556,180.89629,195.9104,204.47785,-0.0,90.00011,433.80033,188.4168
498,353.41021,172.00489,509.14636,180.59749,352.10888,195.5906,507.84503,204.1832,430.62762,188.09404,23.60432,156.01794,23.60432,156.01794,78.87578,78.8758,78.87579,78.87578,172.08886,180.63117,195.66194,204.18455,-0.0,90.00003,431.24658,188.14436
499,350.83371,171.75289,506.7086,180.38185,349.5287,195.32619,505.40359,203.95515,428.11865,187.85402,23.6129,156.08652,23.6129,156.08652,78.94434,78.94437,78.94437,78.94434,171.8269,180.35662,195.41788,203.89994,-0.0,90.0001,428.69203,187.87616
500,348.31759,171.65413,504.25843,180.0388,347.05209,195.19649,502.99293,203.58116,425.65526,187.61765,23.62251,156.18172,23.62251,156.18173,78.96802,78.9677,78.9677,78.96802,171.57115,180.07419,195.18054,203.62087,1e-05,89.9992,426.14922,187.61364
501,345.84943,171.44601,501.92788,179.71977,344.60002,195.02385,500.67848,203.29761,423.26395,187.37181,23.63487,156.2681,23.63487,156.2681,79.03569,79.03523,79.03523,79.03569,171.32412,179.78671,194.95326,203.34025,2e-05,89.99888,423.64096,187.35989
502,343.41827,171.23775,499.63004,179.38358,342.18724,194.85391,498.39901,202.99974,420.90864,187.11875,23.65084,156.3736,23.65084,156.3736,79.10097,79.10052,79.10051,79.10097,171.08517,179.50356,194.73461,203.07209,2e-05,89.99888,421.18026,187.11459
503,341.02078,171.02551,497.37118,179.11498,339.79877,194.65435,496.14917,202.74382,418.58497,186.88467,23.66934,156.46987,23.66934,156.46987,79.16892,79.16839,79.16839,79.16892,170.8533,179.22995,194.52289,202.81261,2e-05,89.99872,418.78045,186.87642
504,338.7351,170.80412,495.15158,178.89047,337.51413,194.43489,493.93061,202.52124,416.33286,186.66268,23.69146,156.5639,23.69146,156.5639,79.20167,79.201,79.201,79.20167,170.62433,178.97958,194.31403,202.56657,3e-05,89.99836,416.46238,186.6468
505,336.50943,170.5369,492.92848,178.67219,335.27872,194.20536,491.69776,202.34064,414.1036,186.43877,23.71394,156.65663,23.71394,156.65663,79.20684,79.20657,79.20657,79.20684,170.40583,178.73695,194.11452,202.3396,1e-05,89.99934,414.20946,186.42574
506,334.31542,170.26276,490.781,178.43711,333.07672,193.97465,489.54231,202.14899,411.92886,186.20588,23.74002,156.74608,23.74002,156.74608,79.23402,79.23392,79.23392,79.23402,170.19371,178.50368,193.92242,202.13259,0.0,89.99975,412.01951,186.21305
507,332.11768,170.05035,488.74181,178.21978,330.88016,193.77598,487.50429,201.94542,409.81098,185.99788,23.77128,156.84162,23.77128,156.84162,79.31314,79.31314,79.31314,79.31314,169.99009,178.27875,193.73811,201.94587,-0.0,90.00001,409.88707,186.00843
508,330.02199,169.76523,486.70823,177.98887,328.77352,193.54841,485.45977,201.77205,407.74088,185.76864,23.80178,156.94105,23.80178,156.94105,79.34945,79.34966,79.34966,79.34945,169.79215,178.0662,193.55813,201.77188,-1e-05,90.00051,407.81525,185.81216
509,327.91213,169.5572,484.73789,177.75823,326.66663,193.36744,483.49239,201.56847,405.70226,185.56284,23.83396,157.03544,23.83396,157.03544,79.41967,79.42004,79.42004,79.41967,169.60236,177.86063,193.38654,201.60555,-2e-05,90.00088,405.79915,185.62359
510,325.97867,169.32995,482.76319,177.55127,324.72787,193.1743,481.51238,201.39561,403.74553,185.36278,23.86288,157.12322,23.86288,157.12322,79.40236,79.40284,79.40284,79.40236,169.41686,177.66463,193.21833,201.45884,-2e-05,90.00115,403.83448,185.44148
511,324.09183,169.092,481.05815,177.43379,322.82271,192.96676,479.78903,201.30856,401.94043,185.20028,23.88248,157.19945,23.88248,157.19945,79.49768,79.498,79.498,79.49768,169.23343,177.47844,193.05162,201.30525,-1e-05,90.00077,401.91631,185.26503
512,322.19662,168.89654,479.1869,177.28876,320.92024,192.76689,477.91052,201.1591,400.05357,185.02782,23.90141,157.27242,23.90141,157.27242,79.51052,79.51086,79.51086,79.51052,169.0552,177.30122,192.88896,201.15678,-1e-05,90.00083,400.038,185.09509
513,320.27552,168.70073,477.47218,177.16264,318.98946,192.58507,476.18611,201.04698,398.23082,184.87385,23.91651,157.34741,23.91651,157.34741,79.61531,79.61568,79.61568,79.61531,168.88139,177.13172,192.73047,201.00869,-2e-05,90.00089,398.20686,184.93109
514,318.44317,168.57098,475.76605,177.03187,317.15804,192.45983,474.48091,200.92072,396.46204,184.74585,23.92692,157.43151,23.92692,157.43151,79.67792,79.67829,79.67829,79.67792,168.71684,176.96959,192.57877,200.85982,-2e-05,90.00091,396.42195,184.77418
515,316.63511,168.42812,474.04128,176.84368,315.35602,192.34836,472.7622,200.76393,394.69865,184.59602,23.93307,157.50875,23.93307,157.50875,79.72025,79.72046,79.72046,79.72025,168.55995,176.80504,192.43581,200.70818,-1e-05,90.00051,394.68189,184.62042
516,314.91092,168.30407,472.34682,176.6568,313.64121,192.23285,471.07711,200.58558,392.99401,184.44482,23.9353,157.57818,23.9353,157.57818,79.73389,79.73407,79.73407,79.73389,168.40505,176.64515,192.29313,200.55675,-1e-05,90.00042,392.97907,184.46914
517,313.16368,168.22468,470.58728,176.47961,311.90985,192.13213,469.33345,200.38706,391.24856,184.30587,23.93677,157.64026,23.93677,157.64026,79.72361,79.72379,79.72379,79.72361,168.25776,176.48309,192.154,200.40311,-1e-05,90.00043,391.30772,184.31854
518,311.51354,168.08074,468.8653,176.33178,310.26006,191.98402,467.61182,200.23506,389.56268,184.1579,23.93341,157.70056,23.93341,157.70056,79.68779,79.68785,79.68785,79.68779,168.11159,176.31367,192.01639,200.24422,-0.0,90.00015,389.66136,184.16503
519,309.8881,167.95914,467.29402,176.19625,308.63871,191.83452,466.04464,200.07163,387.96637,184.01539,23.93075,157.76054,23.93075,157.76054,79.7121,79.71208,79.71208,79.7121,167.96425,176.1337,191.87705,200.08128,0.0,89.99994,388.03162,184.00537
520,308.28437,167.91514,465.81064,175.94737,307.06758,191.78399,464.59385,199.81621,386.43911,183.86568,23.92775,157.81971,23.92775,157.81971,79.7658,79.76553,79.76553,79.7658,167.80997,175.94799,191.72961,199.91054,1e-05,89.99933,386.41353,183.8388
521,306.69457,167.70934,464.33069,175.83925,305.46166,191.61441,463.09779,199.74431,384.89618,183.72683,23.92919,157.85428,23.92919,157.85428,79.82513,79.82516,79.82516,79.82513,167.64875,175.75329,191.57279,199.72845,-0.0,90.00007,384.80422,183.66304
522,305.10994,167.57478,462.84626,175.67614,303.8833,191.45299,461.61963,199.55435,383.36478,183.56457,23.93352,157.88669,23.93352,157.88669,79.87174,79.87198,79.87198,79.87174,167.47669,175.54804,191.40448,199.54178,-1e-05,90.0006,383.1992,183.47626
523,303.62328,167.42252,461.4041,175.45503,302.40639,191.3219,460.18721,199.35441,381.90524,183.38846,23.93703,157.89874,23.93703,157.89874,79.89354,79.89372,79.89372,79.89354,167.31634,175.3439,191.24754,199.34571,-1e-05,90.00045,381.65881,183.29572
524,302.193,167.28127,459.91766,175.2356,300.98676,191.1959,458.71143,199.15023,380.45221,183.21575,23.94359,157.91682,23.94359,157.91682,79.86497,79.86514,79.86514,79.86497,167.15098,175.13696,191.08514,199.13999,-1e-05,90.00042,380.15212,183.11105
525,300.69948,167.10435,458.50429,175.05833,299.49441,191.00933,457.29922,198.96331,378.99935,183.03383,23.95036,157.94345,23.95036,157.94345,79.9038,79.90397,79.90397,79.9038,166.97965,174.92745,190.91638,198.92347,-1e-05,90.0004,378.68019,182.92192
526,299.26452,166.93361,457.08028,174.8197,298.06876,190.86111,455.88452,198.7472,377.57452,182.84041,23.96055,157.96838,23.96055,157.96838,79.90921,79.90931,79.90931,79.90921,166.80137,174.71561,190.7404,198.70218,-0.0,90.00022,377.24405,182.728
527,297.85448,166.76518,455.66931,174.59885,296.66694,190.68942,454.48177,198.52309,376.16812,182.64413,23.97184,157.9929,23.97184,157.9929,79.90724,79.90723,79.90723,79.90724,166.61519,174.50165,190.5563,198.46831,0.0,89.99995,375.84477,182.52898
528,296.50323,166.53266,454.34313,174.33376,295.31921,190.49002,453.15911,198.29112,374.83117,182.41189,23.98193,158.01161,23.98193,158.01161,79.92131,79.92126,79.92126,79.92131,166.42013,174.2858,190.36322,198.22071,0.0,89.99988,374.48337,182.32451
