,x_top_left,y_top_left,x_top_right,y_top_right,x_bot_left,y_bot_left,x_bot_right,y_bot_right
199,646.30859375,204.85853576660156,820.0,216.0,644.764892578125,230.58592224121094,820.0,230.0
200,652.3897705078125,204.714111328125,823.800048828125,214.60006713867188,650.7720947265625,230.79983520507812,830.2000732421875,227.40005493164062
201,659.27685546875,204.61752319335938,832.0,217.0,657.6240234375,230.78680419921875,832.0,229.0
202,662.3575439453125,205.04147338867188,835.0,217.0,660.797119140625,231.0478515625,835.0,228.0
203,668.337890625,205.25518798828125,841.0,218.0,666.810302734375,231.22415161132812,841.0,229.0
204,674.3582763671875,205.63990783691406,847.0,219.0,672.891845703125,231.6699676513672,847.0,233.0
205,678.2932739257812,205.26597595214844,851.0,219.0,676.6882934570312,231.17539978027344,851.0,232.0
206,685.17236328125,206.06898498535156,857.0,218.0,683.66552734375,231.6862335205078,857.0,235.0
207,692.2344970703125,206.66128540039062,864.0,218.0,690.8404541015625,232.4508056640625,864.0,235.0
208,695.31005859375,206.496337890625,867.0,218.0,693.839599609375,232.59658813476562,867.0,236.0
209,703.2484741210938,206.81671142578125,875.0,218.0,701.7316284179688,232.35037231445312,875.0,235.0
210,710.2211303710938,207.18675231933594,882.0,218.0,708.7382202148438,232.76744079589844,882.0,236.0
211,714.1906127929688,206.9494171142578,885.0,218.0,712.4824829101562,234.28016662597656,885.0,236.0
212,720.4544067382812,206.4106903076172,892.0,218.0,718.5680541992188,233.7633514404297,892.0,236.0
213,728.2354125976562,207.200439453125,899.0,218.0,726.6265258789062,233.17156982421875,899.0,240.0
214,731.1595458984375,208.1908721923828,905.0,218.0,729.6934814453125,233.9939422607422,905.0,241.0
215,738.2344970703125,208.01380920410156,910.0,218.0,736.7276611328125,233.6310577392578,910.0,242.0
216,745.1610717773438,208.1805877685547,918.3069458007812,218.78277587890625,743.6948852539062,233.8396759033203,916.9241333007812,242.2896728515625
217,749.2862548828125,208.13449096679688,921.0,218.0,747.7828369140625,233.693115234375,921.0,242.0
218,758.1776123046875,208.07138061523438,930.0,219.0,756.635009765625,233.52334594726562,930.0,243.0
219,766.315185546875,207.95721435546875,939.0,219.0,764.7081298828125,233.66928100585938,939.0,243.0
220,771.3568115234375,208.57537841796875,944.1571044921875,218.85784912109375,769.926025390625,234.3292236328125,942.927734375,243.44638061523438
221,779.79052734375,209.18954467773438,955.0,219.0,778.4937744140625,235.12469482421875,955.0,243.0
222,789.2180786132812,209.183837890625,961.0,219.0,787.7697143554688,234.5296630859375,961.0,244.0
223,794.3261108398438,208.86195373535156,966.0,219.0,792.6940307617188,234.56785583496094,966.0,244.0
224,803.3897094726562,209.05836486816406,977.507568359375,220.89340209960938,801.7006225585938,234.8164520263672,975.7410888671875,245.62435913085938
